DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	REGION	CHR_ID	CHR_POS	REPORTED.GENE.S.	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST.SNP.RISK.ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK.ALLELE.FREQUENCY	P.VALUE	PVALUE_MLOG	P.VALUE..TEXT.	OR.or.BETA	X95..CI..TEXT.	PLATFORM..SNPS.PASSING.QC.	CNV
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	15q24.3	15	77485290	HMG20A	AC090984.1, HMG20A			ENSG00000279033, ENSG00000140382	NA	NA	rs7119-T	rs7119	0	7119	3_prime_UTR_variant	0	0.19	5e-07	6.30102999566398	(Chinese+Malay+Indian)	1.24	[1.14-1.34]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	21q22.11	21	32012873	HUNK	HUNK			ENSG00000142149	NA	NA	rs2833610-A	rs2833610	0	2833610	intron_variant	0	0.57	4e-06	5.39794000867204	(Chinese+Malay+Indian)	1.17	[1.09-1.24]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	10q23.33	10	92588073	KIF11	IDE - KIF11	ENSG00000119912	ENSG00000138160		13980	5057	rs6583826-G	rs6583826	0	6583826	intergenic_variant	1	0.26	7e-06	5.15490195998574	(Chinese+Malay+Indian)	1.18	[1.10-1.27]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	3q26.33	3	179943530	PEX5L	PEX5L			ENSG00000114757	NA	NA	rs7630877-A	rs7630877	0	7630877	intron_variant	0	0.17	7e-06	5.15490195998574	(Chinese)	1.32	[1.17-1.49]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	1q32.2	1	207478831	CR2	CR2			ENSG00000117322	NA	NA	rs17045328-G	rs17045328	0	17045328	intron_variant	0	0.30	7e-06	5.15490195998574	(Malay)	1.38	[1.20-1.59]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	6q13	6	70579486	C6orf57	SDHAF4			ENSG00000154079	NA	NA	rs1048886-G	rs1048886	0	1048886	missense_variant	0	0.18	3e-08	7.52287874528034	(Indian)	1.54	[1.32-1.80]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	6q24.1	6	139952510	intergenic	AL050338.2			ENSG00000287820	NA	NA	rs642858-A	rs642858	0	642858	intron_variant	0	0.40	2e-06	5.69897000433602	(Indian)	1.35	[1.19-1.53]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	7q22.1	7	100892456	ACHE	ACHE			ENSG00000087085	NA	NA	rs7636-A	rs7636	0	7636	synonymous_variant	0	0.06	5e-06	5.30102999566398	(Indian)	1.85	[1.42-2.41]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	10q26.3	10	131149699	TCERG1L	TCERG1L			ENSG00000176769	NA	NA	rs10741243-G	rs10741243	0	10741243	intron_variant	0	0.93	5e-06	5.30102999566398	(Indian)	1.75	[1.38-2.23]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	3q12.3	3	102484201	ZPLD1	ZPLD1 - AC063938.1	ENSG00000170044	ENSG00000241754		4360	136860	rs2063640-A	rs2063640	0	2063640	regulatory_region_variant	1	0.17	3e-06	5.52287874528034	(Chinese+Malay+Indian)	1.23	[1.13-1.34]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	19q13.2	19	39090097	FLJ16165	ACP7			ENSG00000183760	NA	NA	rs472265-G	rs472265	0	472265	intron_variant	0	0.22	9e-06	5.04575749056067	(Indian)	1.39	[1.20-1.61]	Illumina [~ 2000000] (imputed)	N
2011-05-24	21490949	Sim X	2011-04-07	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	Type 2 diabetes	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malay ancestry cases, 1,240 Malay ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls	NA	3q23	3	142712158	PLS1	AC072028.1, PLS1			ENSG00000287045, ENSG00000120756	NA	NA	rs3773506-C	rs3773506	0	3773506	3_prime_UTR_variant	0	0.06	9e-06	5.04575749056067	(Indian)	1.81	[1.39-2.35]	Illumina [~ 2000000] (imputed)	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	5q13.3	5	75355259	HMGCR	HMGCR			ENSG00000113161	NA	NA	rs3846662-G	rs3846662	0	3846662	non_coding_transcript_exon_variant	0	0.44	3e-19	18.5228787452803		0.09	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	7p15.3	7	21567734	DNAH11	DNAH11			ENSG00000105877	NA	NA	rs12670798-G	rs12670798	0	12670798	intron_variant	0	0.24	9e-07	6.04575749056067		0.06	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	11q23.3	11	116733008	APOA1, APOC3, APOA4, APOA5	LINC02702 - BUD13	ENSG00000237937	ENSG00000137656		74713	15162	rs12272004-C	rs12272004	0	12272004	TF_binding_site_variant	1	0.93	7e-07	6.15490195998574		0.11	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	15q21.3	15	58391167	LIPC	ALDH1A2			ENSG00000128918	NA	NA	rs1532085-G	rs1532085	0	1532085	intron_variant	0	0.59	4e-07	6.39794000867204		0.05	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	19p13.2	19	11100236	LDLR	LDLR			ENSG00000130164	NA	NA	rs2228671-G	rs2228671	0	2228671	stop_gained	0	0.88	9e-24	23.0457574905607		0.16	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	18q21.1	18	49640844	LIPG	LIPG - SMUG1P1	ENSG00000101670	ENSG00000267444		41659	9506	rs4939883-G	rs4939883	0	4939883	TF_binding_site_variant	1	0.83	2e-11	10.698970004336		0.07	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	19q13.32	19	44892362	APOE, TOMM40	TOMM40			ENSG00000130204	NA	NA	rs2075650-G	rs2075650	0	2075650	intron_variant	0	0.15	3e-19	18.5228787452803		0.14	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	11q12.2	11	61829740	FADS2, FADS3	FADS2			ENSG00000134824	NA	NA	rs174570-G	rs174570	0	174570	intron_variant	0	0.83	2e-10	9.69897000433602		0.09	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	1p36.11	1	25442446	TMEM57	MACO1			ENSG00000204178	NA	NA	rs10903129-G	rs10903129	0	10903129	intron_variant	0	0.54	5e-10	9.30102999566398		0.06	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	2p21	2	43837951	ABCG5	ABCG8, ABCG5			ENSG00000143921, ENSG00000138075	NA	NA	rs6756629-G	rs6756629	0	6756629	missense_variant	0	0.92	2e-11	10.698970004336		0.15	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	1p31.3	1	62652525	DOCK7	DOCK7			ENSG00000116641	NA	NA	rs10889353-C	rs10889353	0	10889353	intron_variant	0	0.32	4e-12	11.397940008672		0.08	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	2p24.1	2	21009323	APOB	APOB			ENSG00000084674	NA	NA	rs693-G	rs693	0	693	synonymous_variant	0	0.52	9e-23	22.0457574905607		0.1	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	19p13.11	19	19678719	NCAN	ZNF101			ENSG00000181896	NA	NA	rs2304130-G	rs2304130	0	2304130	splice_region_variant	0	0.07	2e-15	14.698970004336		0.15	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	1p13.3	1	109275908	CELSR2	CELSR2 - PSRC1	ENSG00000143126	ENSG00000134222		157	3648	rs646776-G	rs646776	0	646776	intergenic_variant	1	0.22	9e-22	21.0457574905607		0.13	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	8q24.13	8	125492484	TRIB1	AC091114.1			ENSG00000253111	NA	NA	rs6987702-G	rs6987702	0	6987702	intron_variant	0	0.29	3e-09	8.52287874528034		0.07	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	19p13.11	19	19678719	NCAN	ZNF101			ENSG00000181896	NA	NA	rs2304130-G	rs2304130	0	2304130	splice_region_variant	0	0.07	3e-06	5.52287874528034		0.12	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	7p15.3	7	21567734	DNAH11	DNAH11			ENSG00000105877	NA	NA	rs12670798-G	rs12670798	0	12670798	intron_variant	0	0.24	6e-09	8.22184874961636		0.09	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	11q12.2	11	61829740	FADS2, FADS3	FADS2			ENSG00000134824	NA	NA	rs174570-G	rs174570	0	174570	intron_variant	0	0.83	4e-13	12.397940008672		0.11	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	5q13.3	5	75355259	HMGCR	HMGCR			ENSG00000113161	NA	NA	rs3846662-G	rs3846662	0	3846662	non_coding_transcript_exon_variant	0	0.44	2e-11	10.698970004336		0.08	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	8q24.13	8	125492484	TRIB1	AC091114.1			ENSG00000253111	NA	NA	rs6987702-G	rs6987702	0	6987702	intron_variant	0	0.29	3e-06	5.52287874528034		0.07	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	19p13.2	19	11100236	LDLR	LDLR			ENSG00000130164	NA	NA	rs2228671-G	rs2228671	0	2228671	stop_gained	0	0.88	4e-14	13.397940008672		0.14	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	19q13.32	19	44892009	APOE, TOMM40	TOMM40			ENSG00000130204	NA	NA	rs157580-G	rs157580	0	157580	intron_variant	0	0.33	2e-19	18.698970004336		0.11	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	2p21	2	43837951	ABCG5	ABCG8, ABCG5			ENSG00000143921, ENSG00000138075	NA	NA	rs6756629-G	rs6756629	0	6756629	missense_variant	0	0.92	3e-10	9.52287874528034		0.16	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	2p24.1	2	21009323	APOB	APOB			ENSG00000084674	NA	NA	rs693-G	rs693	0	693	synonymous_variant	0	0.52	4e-17	16.397940008672		0.1	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	1p31.3	1	62652525	DOCK7	DOCK7			ENSG00000116641	NA	NA	rs10889353-C	rs10889353	0	10889353	intron_variant	0	0.32	8e-06	5.09691001300806		0.06	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	11q23.3	11	116733008	APOA1, APOC3, APOA4, APOA5	LINC02702 - BUD13	ENSG00000237937	ENSG00000137656		74713	15162	rs12272004-C	rs12272004	0	12272004	TF_binding_site_variant	1	0.93	5e-13	12.301029995664		0.18	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	17,083 European ancestry individuals, 714 Orcadian individuals	NA	1p13.3	1	109275908	CELSR2	CELSR2 - PSRC1	ENSG00000143126	ENSG00000134222		157	3648	rs646776-G	rs646776	0	646776	intergenic_variant	1	0.22	8e-23	22.0969100130081		0.16	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	2p24.1	2	20983311	APOB	LINC02850 - AC115619.1	ENSG00000236436	ENSG00000261012		121650	16002	rs6754295-C	rs6754295	0	6754295	regulatory_region_variant	1	0.25	3e-08	7.52287874528034		0.08	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	8p21.3	8	19973410	LPL	LPL - AC100802.1	ENSG00000175445	ENSG00000253775		6151	105704	rs10096633-G	rs10096633	0	10096633	regulatory_region_variant	1	0.88	2e-18	17.698970004336		0.17	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	19q13.32	19	44911194	APOE, TOMM40	AC011481.3			ENSG00000280087	NA	NA	rs439401-G	rs439401	0	439401	non_coding_transcript_exon_variant	0	0.68	2e-09	8.69897000433602		0.09	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	1p31.3	1	62465961	DOCK7	DOCK7			ENSG00000116641	NA	NA	rs1167998-C	rs1167998	0	1167998	intron_variant	0	0.32	2e-12	11.698970004336		0.09	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	19p13.11	19	19678719	NCAN	ZNF101			ENSG00000181896	NA	NA	rs2304130-G	rs2304130	0	2304130	splice_region_variant	0	0.07	3e-06	5.52287874528034		0.1	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	11q23.3	11	116733008	APOA1, APOC3, APOA4, APOA5	LINC02702 - BUD13	ENSG00000237937	ENSG00000137656		74713	15162	rs12272004-C	rs12272004	0	12272004	TF_binding_site_variant	1	0.93	5e-13	12.301029995664		0.18	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	2p23.3	2	27518370	GCKR	GCKR			ENSG00000084734	NA	NA	rs780094-G	rs780094	0	780094	intron_variant	0	0.63	3e-20	19.5228787452803		0.1	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Triglycerides	17,100 European ancestry individuals, 715 Orcadian individuals	NA	7q11.23	7	73441939	MLXIPL	BAZ1B			ENSG00000009954	NA	NA	rs2240466-G	rs2240466	0	2240466	3_prime_UTR_variant	0	0.87	1e-12	12		0.14	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	HDL cholesterol	20,697 European ancestry individuals, 715 Orcadian individuals	NA	11q12.2	11	61829740	FADS2, FADS3	FADS2			ENSG00000134824	NA	NA	rs174570-G	rs174570	0	174570	intron_variant	0	0.83	4e-06	5.39794000867204		0.06	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	HDL cholesterol	20,697 European ancestry individuals, 715 Orcadian individuals	NA	15q21.3	15	58391167	LIPC	ALDH1A2			ENSG00000128918	NA	NA	rs1532085-G	rs1532085	0	1532085	intron_variant	0	0.59	1e-35	35		0.13	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
